icao24,callsign,origin_country,longitude,latitude,altitude_ft,speed_knots,airline,origin,destination,flight_phase,is_anomaly,anomaly_score,timestamp
a089ee5,DAL5905,United States,113.31271073047657,-30.621769302616293,37802.66067402484,353.3672468627614,DAL,DXB,SIN,Climb,False,0.0,2023-01-14T11:23:00
a08389c,DLH3873,United States,43.733185198948945,67.51242528923504,13195.081216106595,368.2305660021884,DLH,DFW,DFW,Climb,False,0.0,2023-01-14T17:08:00
a0e9943,AFR1207,United States,51.460179050270256,-34.21024180589792,15692.959391509536,472.8008594702583,AFR,FRA,FRA,Cruise,False,0.0,2023-01-14T13:41:00
a0edcec,SWA8416,United States,-4.148615245552378,-28.452449201044466,35010.546916209845,338.01535814881373,SWA,DFW,ORD,Climb,False,0.04131633007026427,2023-01-14T03:58:00
a0f29b5,DAL5456,United States,0.6104250879906772,-37.69234184726634,15441.859471112097,395.265944708875,DAL,HND,CDG,Descent,False,0.0,2023-01-14T06:49:00
a01f263,UAL6028,United States,148.58153224361263,-33.912113647446894,25158.059240203987,316.3199623984139,UAL,FRA,DFW,Climb,False,0.0,2023-01-14T10:54:00
a0452d2,DAL5653,United States,156.897369789422,-67.34430857323716,20347.59019345301,333.77150931279317,DAL,LAX,HND,Climb,False,0.0,2023-01-14T17:35:00
a066663,AAL3184,United States,19.20725258954917,58.29992065024646,12258.307315420148,527.7709753036211,AAL,DXB,ORD,Descent,False,0.0,2023-01-14T15:02:00
a0ee2a0,AAL4808,United States,-82.20147123101867,-46.252003090753,39434.01736845001,364.43896072051365,AAL,DFW,HND,Climb,False,0.0,2023-01-14T06:53:00
a0b558b,AFR4701,United States,-171.139395436426,46.96196308230711,28911.143854624454,439.95124321929404,AFR,DFW,ORD,Descent,False,0.0,2023-01-14T05:16:00
a09411e,DLH5319,United States,-124.31574172499457,78.538740930111,31376.8909694264,474.501617603522,DLH,DXB,DXB,Climb,False,0.0,2023-01-14T02:04:00
a0c9430,DAL8930,United States,-40.138753874712734,15.143783799426103,34533.55456676659,385.5635178821794,DAL,ORD,HND,Cruise,False,0.0,2023-01-14T00:47:00
a06848b,DAL521,United States,-19.7487503827102,6.103717750208602,39838.31878722824,392.32832420084134,DAL,SIN,HND,Climb,False,0.0,2023-01-14T13:53:00
a0f3a8b,SWA3645,United States,-86.66051387956924,18.440011909157448,25187.129260321526,357.02431424286465,SWA,CDG,ORD,Climb,False,0.0,2023-01-14T13:50:00
a0414a4,KLM1170,United States,-118.28401736589993,-41.460308945434406,15832.792161928917,376.535132278329,KLM,CDG,HND,Descent,False,0.20616106469812182,2023-01-14T12:51:00
a0a4953,AAL1794,United States,27.79892686664209,61.52331220525531,31320.05176790514,333.0117960870924,AAL,LHR,LAX,Descent,False,0.0,2023-01-14T04:53:00
a0733ea,BAW4920,United States,175.45820189899433,-46.78069833741401,37647.254351893855,518.6114805601017,BAW,SIN,DXB,Cruise,True,0.0,2023-01-14T14:49:00
a0d9161,BAW9139,United States,97.2994195389179,-18.484060933929356,34745.27577817226,327.9191854859044,BAW,SIN,SIN,Descent,False,0.2685113325141413,2023-01-14T04:29:00
a074300,DLH7433,United States,-97.62304924315161,48.67348588951276,12627.07988602319,450.00287863295046,DLH,HND,JFK,Climb,False,0.0,2023-01-14T20:00:00
a08c80d,DLH7239,United States,-19.93098664502739,51.18458121713837,14293.9990914066,542.9971491715199,DLH,LAX,LHR,Climb,False,0.0,2023-01-14T23:01:00
a0d41fd,SWA5166,United States,-179.66352155986397,-80.33348218548397,33882.910012644876,473.5721341653487,SWA,JFK,JFK,Cruise,False,0.0,2023-01-14T00:40:00
a0a2284,DLH9880,United States,-145.07629731993143,-88.36963079053075,35680.21251424657,528.0463445713963,DLH,DFW,LHR,Cruise,False,0.0,2023-01-14T07:55:00
a05337d,AFR117,United States,124.41080916023776,-83.12866862650155,16778.4196307773,496.8378176911126,AFR,HND,LHR,Climb,False,0.0,2023-01-14T01:01:00
a059ee5,DLH1202,United States,175.89395315709606,-74.685393660094,31504.118710481638,543.4705940712188,DLH,FRA,CDG,Climb,False,0.0,2023-01-14T03:02:00
a0c1308,BAW9783,United States,-143.7848410767755,0.44228816956548656,39683.651206218135,393.3254091687536,BAW,CDG,LAX,Climb,False,0.0,2023-01-14T21:46:00
a0d0eb6,SWA2598,United States,112.92141621870292,64.39498748681586,17940.586091789173,484.33598380778983,SWA,SIN,LHR,Cruise,False,0.0,2023-01-14T12:35:00
a06db11,SWA8746,United States,93.3068103894106,-73.42823039702364,26412.331813436027,456.2736790084333,SWA,JFK,SIN,Descent,False,0.0,2023-01-14T15:26:00
a023d49,SWA9422,United States,171.12169907024685,9.230931143596678,26589.980450162075,395.50545791833747,SWA,CDG,SIN,Descent,False,0.0,2023-01-14T10:05:00
a030748,AFR6061,United States,-101.27429334176436,-19.51251689819385,39227.285221782426,379.4278523724473,AFR,LAX,JFK,Descent,False,0.0,2023-01-14T21:59:00
a029525,UAL6653,United States,-141.58486774540592,46.914198839150686,13890.967002594942,455.3359204683841,UAL,DFW,JFK,Descent,False,0.0,2023-01-14T16:39:00
a09d625,KLM323,United States,15.967643572904109,61.55768807666459,20895.951254694162,307.83884049633446,KLM,ORD,JFK,Climb,False,0.0,2023-01-14T23:40:00
a080c0f,BAW9473,United States,-68.255036394505,-10.09873557300486,35973.57860744328,528.6229719752082,BAW,DFW,DFW,Climb,False,0.0,2023-01-14T02:49:00
a028fb0,DAL8226,United States,170.984585828307,12.884787520024531,29158.991428097233,458.03979806034886,DAL,ORD,ORD,Cruise,True,0.0,2023-01-14T02:40:00
a0ba0d5,KLM3077,United States,157.254568768142,-64.23637337685835,13008.77230239131,459.8280494108036,KLM,JFK,SIN,Descent,False,0.0,2023-01-14T21:57:00
a02ceff,DLH3825,United States,39.59187722048043,27.391887157784083,14484.645709126004,444.0968913642823,DLH,CDG,JFK,Cruise,False,0.0,2023-01-14T21:17:00
a0748b4,SWA7516,United States,103.58691821064497,24.440715830770984,31750.642923881172,386.0709283274412,SWA,DFW,CDG,Climb,False,0.0,2023-01-14T06:15:00
a049960,UAL6745,United States,-52.3138906652033,-79.3264923740467,27138.397414445266,311.3753612793175,UAL,ORD,HND,Climb,False,0.0,2023-01-14T12:20:00
a0c76db,AAL7497,United States,-106.78089434275955,-55.79606132804481,17245.44439846502,468.7641332624536,AAL,DXB,ORD,Climb,False,0.0,2023-01-14T08:33:00
a02d0b7,DAL8193,United States,43.37699450167145,-83.13952569715764,15236.547703862596,428.14062977287654,DAL,DXB,HND,Cruise,True,0.0,2023-01-14T09:27:00
a022f6e,BAW2527,United States,130.12039255453135,63.311879171389506,15850.731671428006,402.79545848436715,BAW,LHR,JFK,Descent,False,0.0,2023-01-14T21:36:00
a084fe7,UAL3469,United States,158.5361186037689,22.74393956387921,34373.926159821785,525.1942040474959,UAL,FRA,HND,Cruise,False,0.0,2023-01-14T04:00:00
a02b329,AAL4759,United States,19.39954218806875,-5.537462046474303,14313.28206817333,538.6681425427266,AAL,DXB,FRA,Descent,False,0.0,2023-01-14T07:33:00
a047acf,BAW1816,United States,-85.37296414196533,-5.479336722817848,14406.22658128709,376.8698829495994,BAW,JFK,DXB,Descent,False,0.0,2023-01-14T11:38:00
a018c7e,DLH6170,United States,104.72806468120274,5.5696767048422515,24089.71389122588,413.73171747397015,DLH,CDG,LAX,Cruise,False,0.0,2023-01-14T20:54:00
a01ecf9,AAL2268,United States,-174.5836520490703,-49.754389357031265,12729.414537690212,406.8717036058446,AAL,SIN,DXB,Cruise,False,0.0,2023-01-14T10:51:00
a06f96e,DAL5039,United States,-21.327576079522288,79.00268873922985,27098.53421039959,413.2033901021411,DAL,SIN,ORD,Descent,False,0.0,2023-01-14T22:21:00
a092621,DAL979,United States,55.299941987317425,-37.92726258346206,18547.416181208988,543.6377053242672,DAL,LHR,LHR,Descent,False,0.16226784103586453,2023-01-14T00:05:00
a01cf3d,KLM532,United States,6.259959507186267,-73.9195538959156,18255.12091127973,420.0331697930522,KLM,LHR,HND,Descent,False,0.0,2023-01-14T17:06:00
a0be3f9,AAL8301,United States,-169.50254876615202,-19.843176301504542,16807.05026958871,525.2672778329121,AAL,DXB,ORD,Descent,True,0.0,2023-01-14T03:11:00
a0bf388,AAL2760,United States,173.20369634702905,-57.56153936660881,32888.42800939882,488.0724013229991,AAL,SIN,DXB,Climb,False,0.0,2023-01-14T06:37:00
a07ed66,BAW2120,United States,-119.33736126379534,-69.89204044108124,32197.26863412364,302.1965352191126,BAW,FRA,JFK,Climb,True,0.0,2023-01-14T07:54:00
a0b4be5,KLM7756,United States,42.97272068015707,-76.23409127729379,12129.173740439961,422.35343278256335,KLM,LAX,LHR,Cruise,False,0.20195366988220018,2023-01-14T11:52:00
a099616,DLH8950,United States,-53.585084991942935,-81.18161823038598,30137.53954211486,383.08878630427944,DLH,SIN,LHR,Climb,False,0.0,2023-01-14T07:46:00
a01c9ab,AFR9791,United States,44.02165947674578,-58.36928371655101,39066.65941787316,380.0461214381477,AFR,HND,ORD,Cruise,False,0.0,2023-01-14T22:48:00
a057b95,AFR7708,United States,-121.07829564342347,-39.04679138012871,13441.068335444073,456.9655813946124,AFR,JFK,DXB,Descent,False,0.0,2023-01-14T01:11:00
a03a7c9,KLM7242,United States,-77.03620572245879,8.288902104490688,22735.640313394222,514.3407186485185,KLM,FRA,ORD,Descent,False,0.0,2023-01-14T04:51:00
a0b1e1b,DAL1363,United States,-73.34903156580503,-80.60860113720197,27671.100527363214,314.9333931238217,DAL,LHR,LHR,Climb,False,0.0,2023-01-14T12:04:00
a08ef6c,SWA3281,United States,77.66264750591364,60.99446368973966,19802.63265629607,333.57801833540617,SWA,CDG,CDG,Descent,False,0.0,2023-01-14T00:32:00
a089263,UAL7349,United States,-170.91400506653318,-54.67239080330479,32138.892379140765,403.0869319776501,UAL,JFK,FRA,Cruise,False,0.0,2023-01-14T12:25:00
a07e9c3,DAL4246,United States,-103.72579253891192,36.95568888272602,23361.68683916978,475.096784954663,DAL,DFW,HND,Cruise,False,0.0,2023-01-14T12:17:00
a0a7dc9,DAL988,United States,-167.6344955665533,17.485456104444538,23222.852775997017,471.7653678546103,DAL,FRA,LHR,Descent,False,0.0,2023-01-14T15:38:00
