icao24,callsign,origin_country,longitude,latitude,altitude_ft,speed_knots,airline,origin,destination,flight_phase,is_anomaly,anomaly_score,timestamp
a01e106,AAL413,United States,99.20390425257347,0.796347436214873,24358.950487714545,362.7604860309038,AAL,DXB,DXB,Climb,False,0.0831901801001804,2023-01-07T20:11:00
a0bbdee,SWA1649,United States,62.28328899642315,35.21513756390888,25077.29264179399,530.2753567098847,SWA,CDG,CDG,Climb,False,0.0,2023-01-07T09:27:00
a08cce3,AFR7373,United States,-68.74063549801114,35.81013617172049,28601.344815756755,331.6358026499812,AFR,LHR,JFK,Descent,False,0.0,2023-01-07T06:56:00
a04368b,DAL8016,United States,-113.34958720001877,-4.678468239782362,17491.473133449508,464.308748278322,DAL,DFW,FRA,Descent,False,0.0,2023-01-07T02:37:00
a04fc0b,UAL235,United States,109.7758647477225,-47.44939462069636,17594.82987305206,376.6791075390782,UAL,CDG,DFW,Climb,False,0.0,2023-01-07T13:01:00
a0bed6e,DAL7112,United States,35.681992702395775,39.34157254092966,34466.367945399135,397.3860225026841,DAL,CDG,DFW,Descent,False,0.11658718187851425,2023-01-07T02:00:00
a0babe1,KLM8745,United States,-9.507589416410127,-86.51024013887569,35850.29318372042,527.4220804002612,KLM,SIN,HND,Climb,False,0.0,2023-01-07T18:05:00
a042f1b,SWA8791,United States,147.07719037013095,61.80639208468182,28212.313857709407,319.3682059326458,SWA,HND,HND,Descent,False,0.0,2023-01-07T19:34:00
a068da1,KLM3927,United States,-162.78970876789177,-83.35392551247108,13993.77036886384,440.33907821474463,KLM,CDG,DXB,Descent,False,0.0,2023-01-07T02:18:00
a04679b,UAL8753,United States,53.23034488318501,58.36622979277334,39100.26020554699,508.7288280685583,UAL,JFK,CDG,Descent,False,0.0,2023-01-07T04:07:00
a0defb6,KLM6120,United States,-34.27853869967265,45.09106197334842,27466.16331723762,320.92282105096706,KLM,DFW,ORD,Descent,False,0.0,2023-01-07T20:47:00
a040c4c,UAL7073,United States,-138.35356271908427,-15.812415501449394,22420.58455656007,546.3429959960229,UAL,FRA,DFW,Climb,False,0.0,2023-01-07T11:49:00
a0f3b9a,DLH5069,United States,55.01759903641897,21.106962033809197,25609.308593293164,471.4757023183055,DLH,CDG,LHR,Climb,False,0.0,2023-01-07T20:06:00
a06b997,BAW7773,United States,-83.33747629579356,56.83444197704898,30579.602140774878,429.1313400001408,BAW,DFW,HND,Climb,False,0.0,2023-01-07T19:52:00
a0c3fa1,AFR4392,United States,79.58274761828915,27.568269035783104,36069.08558462416,375.6800066575633,AFR,FRA,SIN,Descent,False,0.0,2023-01-07T21:14:00
a0e7080,DAL1856,United States,119.5236126587019,36.55264049969158,15408.279356184525,339.27036533683633,DAL,SIN,DFW,Descent,False,0.0,2023-01-07T06:28:00
a02042f,UAL5568,United States,-109.32968689435481,55.66546491049945,36428.095986034634,530.2377257493486,UAL,HND,LHR,Climb,False,0.0,2023-01-07T12:58:00
a0dbd0a,BAW4159,United States,-56.06383438682364,-15.851999650899643,25532.158414871774,302.2622525181052,BAW,SIN,DFW,Descent,False,0.0,2023-01-07T14:37:00
a032818,AFR2419,United States,-19.33900602339861,-55.95730597782272,25525.433855147916,350.68201993612104,AFR,FRA,LHR,Cruise,False,0.0,2023-01-07T01:25:00
a0621eb,SWA5481,United States,156.54834826837129,77.04825391493651,34986.708605150925,541.6539313203352,SWA,LAX,JFK,Climb,False,0.0,2023-01-07T13:43:00
a048405,AFR5286,United States,-60.816850362073055,29.89060437769956,30193.462207758177,365.3113439941054,AFR,ORD,FRA,Cruise,False,0.0,2023-01-07T15:21:00
a02251b,AAL1914,United States,131.89906620511073,-18.403642823943898,19611.93388285554,534.353977912552,AAL,DFW,LAX,Climb,False,0.2431666346874165,2023-01-07T16:21:00
a0f1418,SWA2708,United States,-7.570385083968034,-10.774051414299635,11818.708116572412,410.22163104828684,SWA,FRA,HND,Descent,False,0.0,2023-01-07T17:16:00
a0d35a3,KLM1737,United States,17.454350811589535,36.44890877992606,18464.310738576783,448.58103489299094,KLM,SIN,SIN,Descent,False,0.0,2023-01-07T07:31:00
a053c63,UAL8181,United States,43.27992153603725,-52.34961724743145,21077.45700963285,381.63862000894517,UAL,ORD,ORD,Descent,False,0.0,2023-01-07T23:32:00
a0663b8,AAL6561,United States,83.97715834660141,-82.96843672587528,13202.538596285554,535.7907611339722,AAL,LHR,JFK,Descent,False,0.0,2023-01-07T19:02:00
a05145c,AAL2426,United States,-20.184670815456997,69.32689114355941,30962.86430500759,365.87340180693064,AAL,LHR,LHR,Climb,False,0.0,2023-01-07T15:59:00
a01beaa,BAW9973,United States,-130.08153691801988,55.05827179035046,38492.32136818097,446.5569737862348,BAW,SIN,SIN,Climb,False,0.0,2023-01-07T04:09:00
a064622,UAL445,United States,-43.19014092003968,-21.51799384853689,38655.99309630442,314.62241180538564,UAL,LAX,DXB,Climb,False,0.0,2023-01-07T13:06:00
a02aadd,AFR3904,United States,-58.94043705634488,-72.9209615635136,14079.973986965175,481.3432860695066,AFR,CDG,JFK,Climb,False,0.0,2023-01-07T23:12:00
a0a78ae,UAL638,United States,-11.406281965796524,-73.47967118665727,15594.852275026533,509.6107307432524,UAL,FRA,LAX,Descent,False,0.12070184354864796,2023-01-07T15:05:00
a0a5005,AAL5814,United States,-63.74367795773077,-27.75705250769414,13220.63426038705,503.5252176076649,AAL,DXB,ORD,Descent,False,0.0,2023-01-07T15:32:00
a02ee61,DAL7231,United States,65.67568805453178,-66.61790741144785,17466.107581953605,420.6627844131884,DAL,LAX,JFK,Cruise,False,0.0,2023-01-07T02:49:00
a0a7c57,DLH3596,United States,-149.21135562470863,27.553223310560668,17422.829154176412,543.4906772030979,DLH,JFK,DXB,Cruise,False,0.0,2023-01-07T09:54:00
a024b83,BAW9663,United States,-172.07437607325312,-36.85310918263993,13642.986313312862,466.25321711933015,BAW,SIN,LAX,Cruise,False,0.0,2023-01-07T01:48:00
a0e0f5a,KLM2500,United States,-11.4369685170646,-56.30809116372868,39909.215279794866,524.9222786251994,KLM,LAX,JFK,Climb,False,0.0,2023-01-07T15:05:00
a071cbb,DAL5057,United States,-75.54289062567369,53.08921977912502,21321.22260776713,442.6491756116204,DAL,DXB,LAX,Climb,False,0.0,2023-01-07T04:04:00
a0ab063,AAL4988,United States,-85.9305993418637,-10.164395888664018,12242.025868458051,454.3630287549857,AAL,CDG,LHR,Climb,False,0.0,2023-01-07T13:06:00
a0ad43f,UAL2737,United States,51.80878842520747,50.69274499294019,19137.576028690368,488.471616389446,UAL,SIN,HND,Descent,False,0.2249795438571871,2023-01-07T17:52:00
a06bdb1,AAL3388,United States,68.18783835869169,-47.46525196538574,14237.751018193088,313.30472556527735,AAL,LHR,LAX,Cruise,False,0.0,2023-01-07T16:16:00
a03d69f,BAW5362,United States,140.49306565667632,57.653512186608395,15642.17702080095,358.294322645118,BAW,CDG,SIN,Climb,False,0.0,2023-01-07T13:45:00
a0c4aea,BAW5298,United States,-22.708214803584013,-41.03778737882038,22510.892638315854,430.4841752308262,BAW,JFK,JFK,Climb,False,0.0,2023-01-07T17:22:00
a0ae18a,DLH1835,United States,-156.1606217063751,38.4289820834112,39241.29099476004,342.1743638148091,DLH,JFK,LAX,Climb,True,0.0,2023-01-07T05:55:00
