icao24,callsign,origin_country,longitude,latitude,altitude_ft,speed_knots,airline,origin,destination,flight_phase,is_anomaly,anomaly_score,timestamp
a0bd88b,AFR2060,United States,148.1787686345054,-22.318217931986197,10938.458034856929,539.6788936189761,AFR,FRA,JFK,Climb,False,0.0,2023-01-21T01:42:00
a03e8a0,AFR8347,United States,-36.907788062808635,-50.54774017785076,30944.62952077367,316.0132598636329,AFR,SIN,LHR,Climb,False,0.0,2023-01-21T00:02:00
a0a6ce3,DLH9596,United States,-138.17990686813408,77.49464978349224,19753.985833371393,427.2519663687773,DLH,SIN,HND,Climb,True,0.0,2023-01-21T19:53:00
a01ce2f,AAL6991,United States,139.41820434639686,-71.32182136641043,33463.233255033556,325.85862907658344,AAL,CDG,DFW,Cruise,False,0.0,2023-01-21T15:11:00
a074a90,AAL6412,United States,-66.0418022917213,-33.50555933239859,15778.680993797974,465.0006086205527,AAL,DXB,CDG,Cruise,False,0.0,2023-01-21T00:04:00
a0d5f8b,SWA3738,United States,-160.38342260085932,-1.43472336155925,18756.463795956835,435.62755604481805,SWA,ORD,ORD,Cruise,False,0.0,2023-01-21T16:11:00
a0e904d,AFR7955,United States,-36.49004209671807,-12.196984866284907,26128.307020362226,415.5738681171795,AFR,JFK,DFW,Climb,False,0.0,2023-01-21T18:35:00
a043b24,DLH6044,United States,-23.75411555377829,-34.63197993003549,22700.948272931426,310.88583785591084,DLH,LHR,HND,Descent,False,0.0,2023-01-21T22:36:00
a0eee49,DAL912,United States,-131.94663619481733,-29.682418001623965,21289.57923934469,402.9718210500209,DAL,LHR,FRA,Climb,False,0.0,2023-01-21T05:33:00
a075996,BAW8237,United States,110.16763224092546,-84.63692345537865,28470.817319164267,487.8854206930596,BAW,DXB,LAX,Cruise,True,0.0,2023-01-21T01:20:00
a0afe70,DLH6009,United States,142.76927508820285,50.80394786206256,19218.105624307136,354.5285744831355,DLH,CDG,JFK,Cruise,False,0.0,2023-01-21T21:32:00
a0b7b7e,BAW6423,United States,-13.46135122714486,58.148323142522514,16937.668910187873,360.6362880982869,BAW,SIN,LAX,Climb,False,0.0,2023-01-21T21:26:00
a09a296,AAL5585,United States,173.86046433858866,27.610703380967152,15213.911519107725,345.2165739863301,AAL,LHR,DFW,Cruise,False,0.0,2023-01-21T00:05:00
a09b6fb,BAW7474,United States,69.36096561496922,-15.545841238300426,16612.6953240004,360.44062765093986,BAW,FRA,DFW,Cruise,False,0.0,2023-01-21T13:08:00
