icao24,callsign,origin_country,longitude,latitude,altitude_ft,speed_knots,airline,origin,destination,flight_phase,is_anomaly,anomaly_score,timestamp
a01c691,AAL7544,United States,111.84203033165159,53.76296518294768,13431.150492579114,524.0973716655311,AAL,SIN,FRA,Descent,False,0.0,2023-01-10T07:46:00
a054ff8,SWA9091,United States,-121.53908073022109,25.393111044550608,17356.78038839501,312.1112121374291,SWA,DFW,JFK,Climb,False,0.0,2023-01-10T06:23:00
a061bcf,DLH4383,United States,-113.27444225512212,-10.137450353482564,22150.544315210893,422.8838412310806,DLH,HND,CDG,Cruise,False,0.0,2023-01-10T17:27:00
a0ef0ab,AAL840,United States,-151.27952581831244,-27.02649956985222,25415.570732185606,334.914384697035,AAL,JFK,LAX,Descent,False,0.0,2023-01-10T03:48:00
a0a9e3f,KLM7773,United States,-130.0940903487212,89.69592663460472,24326.891945919095,386.20454354072336,KLM,LAX,LHR,Climb,True,0.0,2023-01-10T09:24:00
a01f1e4,BAW3020,United States,129.95746429254166,-19.725560710105952,38324.273243313466,532.162356647757,BAW,HND,DFW,Climb,True,0.0,2023-01-10T16:02:00
a0bbee6,KLM1420,United States,127.32907804626012,-33.11802425128048,16256.231847092025,353.8229485382822,KLM,ORD,LHR,Climb,False,0.0,2023-01-10T02:44:00
a02f502,SWA5910,United States,-151.1359563231275,-63.033874493978246,23814.20922527418,340.0181287269412,SWA,LHR,SIN,Descent,True,0.0,2023-01-10T14:58:00
a0b64cf,AAL4747,United States,140.19220837355442,-33.87194061668514,38309.25153696712,398.41446409423725,AAL,JFK,LAX,Cruise,False,0.0,2023-01-10T23:53:00
a0e033c,UAL8164,United States,164.0498405790123,-68.81961265499812,36064.070833559876,415.5431848886749,UAL,HND,ORD,Climb,False,0.0,2023-01-10T05:29:00
a09db3b,UAL830,United States,-117.43178148715843,-76.89971802630104,37901.557436169474,516.276765501805,UAL,FRA,HND,Descent,False,0.0,2023-01-10T19:26:00
a05cd93,SWA1312,United States,-40.05553845643951,-30.064261197931074,18912.350317388795,309.1063582324152,SWA,DXB,LAX,Descent,False,0.0,2023-01-10T16:46:00
a083f55,UAL2598,United States,-137.22158329438255,56.77001559900603,21368.53163188364,472.94160692933565,UAL,LAX,LHR,Climb,False,0.159785708653702,2023-01-10T08:18:00
a0baaba,DAL3915,United States,-15.76557623792607,-1.7255166487437634,29415.632334252714,388.36513445874635,DAL,CDG,LAX,Climb,False,0.0,2023-01-10T20:17:00
a07953d,UAL1019,United States,150.6812888161695,23.353371608353484,10771.891227568596,512.0031334526718,UAL,JFK,FRA,Cruise,False,0.0,2023-01-10T08:12:00
a0ee1f9,DLH6948,United States,-48.82106610502086,-15.571725898122367,34804.48988369311,392.8399513372241,DLH,SIN,JFK,Climb,False,0.0,2023-01-10T03:00:00
a0a0df0,UAL8064,United States,149.4238171940985,-74.39436568377064,30292.1102912224,354.30374821694835,UAL,DFW,LAX,Climb,False,0.0,2023-01-10T05:03:00
a0584fb,DLH6730,United States,148.9200214955689,12.7624115823902,29851.42334937352,420.77681332700206,DLH,DXB,DXB,Descent,False,0.0,2023-01-10T09:39:00
a0cd41c,DLH9411,United States,149.88255069763352,42.47532273936736,14750.175508646771,522.5871630384248,DLH,DFW,DFW,Cruise,False,0.0,2023-01-10T13:20:00
a09d769,UAL1883,United States,-86.70857550249188,85.05775047016215,31963.647316484286,518.5148572224105,UAL,CDG,DXB,Cruise,False,0.0,2023-01-10T19:13:00
a01c290,UAL2897,United States,110.87983463314646,-87.16524829245833,35844.66372931619,546.3721665846931,UAL,SIN,ORD,Cruise,False,0.0,2023-01-10T06:31:00
a0696df,BAW3178,United States,-73.43295204118358,16.64715982723287,15985.26087899111,389.3640830683354,BAW,DXB,ORD,Climb,False,0.0,2023-01-10T02:11:00
a0482b6,AAL6996,United States,50.3035911693332,46.485899268540265,35753.65880339744,545.0041411296231,AAL,ORD,HND,Climb,False,0.0,2023-01-10T10:20:00
a085d0f,DAL8462,United States,-34.49732887237852,-42.914554942717245,38369.57765019695,486.35226351036965,DAL,DXB,DXB,Climb,False,0.0,2023-01-10T15:39:00
a02ed11,SWA7412,United States,-69.66472951855879,-62.66525417321064,13181.206320646494,418.4978380382027,SWA,JFK,DFW,Cruise,False,0.0,2023-01-10T23:51:00
a046c44,KLM9820,United States,-163.83622072754963,42.412800470421814,35616.10296673729,330.684640855878,KLM,ORD,FRA,Cruise,False,0.21495220038597276,2023-01-10T04:47:00
a04bec0,BAW7384,United States,117.20438102139553,37.45547326200885,22520.860863476162,459.6165670967308,BAW,SIN,DXB,Climb,False,0.0,2023-01-10T02:48:00
a0c5d72,AFR1087,United States,87.00702050618764,0.1855036289375107,21313.608989533477,498.1716755036511,AFR,FRA,DFW,Climb,False,0.0,2023-01-10T03:10:00
a07e197,AAL4838,United States,-128.14750053345207,55.35227792901193,23399.803360312806,349.4632927243243,AAL,DXB,ORD,Climb,False,0.0,2023-01-10T05:36:00
a0bd802,AAL9976,United States,171.45868934923942,83.21750061301324,26500.724834133453,418.2946270268926,AAL,DXB,LAX,Descent,False,0.0,2023-01-10T09:54:00
a0a4f97,UAL1466,United States,113.25455910457185,-81.28812210763772,32725.91896290515,458.2368556968016,UAL,CDG,FRA,Cruise,False,0.0,2023-01-10T10:42:00
a0e6e04,KLM7560,United States,90.71013311548177,0.09389182880977387,20956.544518802177,317.58800451786055,KLM,CDG,DFW,Climb,False,0.0,2023-01-10T00:16:00
a067317,UAL7162,United States,-154.79947569488235,38.63544395379367,16386.03758076019,344.28096624298075,UAL,DFW,HND,Descent,False,0.0,2023-01-10T02:40:00
a0c536e,SWA6510,United States,83.11472139586851,-50.50511653529964,33278.93894266363,530.9591147235236,SWA,FRA,SIN,Descent,False,0.0,2023-01-10T12:16:00
a0a864b,BAW9606,United States,-15.861030824258421,-16.151197308907044,35459.26494292074,359.0273495981067,BAW,HND,JFK,Descent,False,0.0,2023-01-10T13:31:00
a039c97,DLH7206,United States,-136.4047054140589,-78.16620457321862,35175.40773912973,353.67835134293375,DLH,ORD,LHR,Cruise,True,0.0,2023-01-10T05:42:00
a05dd07,DAL2612,United States,169.19011046854274,-42.8544111588396,21052.22286203516,467.13118966639,DAL,DFW,SIN,Climb,False,0.11687375193040837,2023-01-10T21:20:00
a079e44,AFR4235,United States,-154.89593141610254,-32.34847813312642,16924.02873052383,426.7285893537935,AFR,DXB,LHR,Cruise,False,0.0,2023-01-10T22:22:00
a0214ef,AFR4654,United States,-112.40971506147667,-87.76811167426835,36052.36572227294,448.48995858710646,AFR,CDG,CDG,Descent,False,0.0,2023-01-10T04:30:00
a039d06,KLM3049,United States,-29.496980865026842,-29.840224320824717,19268.289528162542,320.04439275766407,KLM,HND,SIN,Descent,False,0.0,2023-01-10T14:01:00
a0309ca,BAW8663,United States,-50.42226466309418,-78.55988123245683,24844.743921241436,387.0241727226567,BAW,ORD,HND,Descent,False,0.0,2023-01-10T20:25:00
a0c816c,AFR6348,United States,167.03416285596268,62.78897555887906,14018.781438389633,542.371948246944,AFR,LAX,DXB,Climb,False,0.0,2023-01-10T07:10:00
a0402da,DLH8844,United States,91.23856830235263,-86.67880580915804,30499.627945384167,312.97294762058806,DLH,DFW,LAX,Descent,False,0.0,2023-01-10T01:11:00
a0d9070,AAL3337,United States,139.58349575592365,-40.82160288062934,14834.752680482088,528.3375983149981,AAL,HND,SIN,Cruise,False,0.0,2023-01-10T01:37:00
a08b8c8,AAL5204,United States,-104.75137646024837,46.19806446346834,32539.53948672842,303.1283296616277,AAL,ORD,CDG,Descent,False,0.0,2023-01-10T13:51:00
a0aa681,KLM1595,United States,39.68367616951028,73.49680911370416,28820.45865368307,342.46495214222693,KLM,CDG,DFW,Cruise,False,0.0,2023-01-10T13:13:00
a0b97d3,DLH9969,United States,164.2472734299551,-1.0769720048872387,12089.063753527946,408.22227518720524,DLH,DXB,FRA,Cruise,False,0.0,2023-01-10T12:44:00
a026753,KLM3383,United States,-89.42924151520924,-80.3411864376087,25025.204947050788,392.22907354124584,KLM,CDG,FRA,Climb,False,0.18106005452060417,2023-01-10T15:03:00
a075e62,AFR509,United States,-67.19895285594444,40.27447481220992,30980.692465365442,327.4004205827888,AFR,JFK,ORD,Cruise,False,0.0,2023-01-10T22:47:00
a04a486,SWA860,United States,-150.28400237920306,86.03052190427283,15283.849000027032,528.4460857756316,SWA,CDG,LAX,Descent,False,0.0,2023-01-10T14:21:00
a0e8df1,KLM1998,United States,-169.89986922816462,-68.83358263098347,25403.521037036757,385.5710822661809,KLM,DXB,LHR,Descent,False,0.0,2023-01-10T11:17:00
a0dede0,BAW4101,United States,87.65261267669325,52.12834961356148,37065.34424631587,376.00194018831144,BAW,HND,SIN,Descent,False,0.0,2023-01-10T08:16:00
a09af97,BAW4934,United States,-32.67076532417414,-82.56846964278066,25177.229488340134,337.1150983716087,BAW,DXB,DXB,Cruise,True,0.0,2023-01-10T20:03:00
a0cf2ec,DAL7467,United States,106.43493461332798,8.197817649060894,17846.074955617463,306.4898352925944,DAL,DXB,JFK,Climb,False,0.0,2023-01-10T03:07:00
a0986fa,SWA9034,United States,24.7528428761685,-29.054436524832774,12147.045654500474,355.35779580489805,SWA,DXB,LAX,Cruise,False,0.0,2023-01-10T14:33:00
a080bbe,BAW2633,United States,156.48719576904017,-70.5463520801866,24070.83926462097,400.3041606334389,BAW,LHR,JFK,Cruise,False,0.0,2023-01-10T07:31:00
a09166c,BAW5321,United States,-43.25274179950463,56.15377721624449,29543.78618229679,464.08360570197436,BAW,JFK,SIN,Cruise,False,0.0,2023-01-10T17:36:00
a0ac30a,AAL2988,United States,64.53710371947389,-7.7050454863965285,31621.763488326844,411.39790722772693,AAL,CDG,FRA,Climb,False,0.29495994894245386,2023-01-10T20:11:00
a03b335,UAL7654,United States,142.69059936202285,55.9724210053642,32500.86778480644,359.77333309511073,UAL,HND,CDG,Climb,False,0.0,2023-01-10T02:56:00
a088034,BAW3689,United States,106.90165401673562,73.22110781705013,17966.477659877713,420.9710701578954,BAW,CDG,JFK,Descent,False,0.0,2023-01-10T22:28:00
a08be7d,AFR3124,United States,30.449314221025276,0.1782360317763647,24553.31121846962,333.35955109789256,AFR,DFW,LAX,Cruise,False,0.0,2023-01-10T03:48:00
a064006,UAL3007,United States,1.9745738056875553,31.122998876891643,36916.77820219597,479.1393407634317,UAL,LHR,DFW,Cruise,False,0.0,2023-01-10T11:25:00
a01b38b,UAL7511,United States,-99.4880647643552,-86.14189390273046,38433.32269772474,517.1079301717876,UAL,HND,DFW,Cruise,False,0.0,2023-01-10T14:35:00
a0dab78,SWA8479,United States,1.979960319432621,-3.0003727766136308,31065.901033274382,472.9183680961668,SWA,JFK,HND,Climb,False,0.0,2023-01-10T18:58:00
a0b7333,AFR3145,United States,-66.11692336805646,-76.18318549937379,14211.001632661093,548.3857227418192,AFR,HND,DXB,Climb,False,0.0,2023-01-10T19:55:00
a029016,KLM6723,United States,160.44919630013015,80.52481751949668,20564.290846906122,348.48847246555584,KLM,CDG,DXB,Descent,False,0.0,2023-01-10T03:55:00
a089aa9,BAW2739,United States,69.55077295613711,-26.302996439335253,14504.429952148417,344.9912679614162,BAW,LAX,ORD,Descent,False,0.0,2023-01-10T15:30:00
a0d1a0c,UAL2131,United States,-34.648110720316254,37.48384675141634,21411.730624837925,415.61347189227524,UAL,DXB,JFK,Descent,False,0.0,2023-01-10T09:13:00
