icao24,callsign,origin_country,longitude,latitude,altitude_ft,speed_knots,airline,origin,destination,flight_phase,is_anomaly,anomaly_score,timestamp
a02711a,KLM1428,United States,-130.79181022807924,-35.64860179538547,35244.33460055811,362.84598666455923,KLM,HND,ORD,Descent,False,0.0,2023-01-01T19:37:00
a07fd2b,KLM7265,United States,-155.86116275209076,10.7246465529944,17540.735071809235,407.401444573736,KLM,LHR,FRA,Climb,False,0.0,2023-01-01T14:41:00
a0adbc6,DAL4150,United States,158.82790726964913,7.476243932756049,25053.926962232763,349.842093701721,DAL,JFK,CDG,Descent,False,0.0,2023-01-01T14:19:00
a08ec28,BAW2042,United States,127.7509682852625,-25.284974109761407,24023.575200674524,451.3921558094943,BAW,CDG,DFW,Descent,True,0.0,2023-01-01T14:06:00
a057c95,SWA597,United States,-77.77280221075061,84.68090298306171,15336.840245695666,507.6570830076582,SWA,DXB,LAX,Cruise,True,0.0,2023-01-01T20:49:00
a0408a9,DAL414,United States,-172.72128471784075,89.72795368005947,27910.12200318819,533.2670054623757,DAL,DFW,SIN,Descent,False,0.09266872201383872,2023-01-01T20:49:00
a04eb22,DLH1466,United States,-23.125076532631567,80.12990789631147,37987.17984987472,310.1434549002712,DLH,DXB,LHR,Cruise,False,0.0,2023-01-01T07:52:00
a05ae84,UAL1967,United States,-92.06053886587995,-19.502351784282013,32351.012089716405,491.3005121608819,UAL,HND,ORD,Descent,False,0.0,2023-01-01T05:57:00
a0db152,AFR9915,United States,150.4014401351635,-2.648253257388518,38681.014722716485,482.35815123423106,AFR,ORD,LAX,Descent,False,0.07104637984633969,2023-01-01T23:17:00
a07ae0a,DAL4155,United States,-114.32266143092033,81.85174277512934,15353.690403935438,541.3324447105715,DAL,LAX,DXB,Descent,False,0.0,2023-01-01T13:32:00
a074cea,BAW3417,United States,-136.73070079342017,-24.973846997011265,27441.70890773869,441.199886650842,BAW,DXB,HND,Cruise,False,0.0,2023-01-01T10:48:00
a0e1f70,DAL630,United States,-10.560313827994463,-76.91012861763102,25387.634991655083,473.2070356344096,DAL,DFW,ORD,Descent,False,0.0,2023-01-01T05:15:00
a0eae19,AAL7471,United States,75.42052498033493,8.775240007897864,12948.926851055341,413.7952965016239,AAL,LHR,CDG,Descent,True,0.0,2023-01-01T20:16:00
a040429,BAW5199,United States,73.45885773001339,-78.15763066029179,16146.568315572804,531.3468528050649,BAW,DXB,SIN,Descent,False,0.26716582607186173,2023-01-01T18:01:00
a0d741c,DAL1627,United States,-72.93586985052177,-25.220544058624228,17982.73546078783,421.59390045469365,DAL,SIN,CDG,Descent,False,0.0,2023-01-01T07:17:00
a0c4219,AFR5771,United States,21.279002696967638,23.478688838504794,19062.87518437422,411.5176254949921,AFR,JFK,CDG,Descent,False,0.0,2023-01-01T12:38:00
a052a8a,DAL4107,United States,25.033324920873696,66.99526741427121,30301.5106024722,385.5096398511226,DAL,ORD,LHR,Climb,False,0.0,2023-01-01T17:36:00
a08de6a,KLM7200,United States,105.48222201042438,57.04026207057706,21447.649028700926,540.0009621321092,KLM,LAX,CDG,Descent,False,0.0,2023-01-01T05:10:00
a02f294,AFR4300,United States,60.90482644739467,59.81993961643681,36657.29102233951,383.64399669209547,AFR,SIN,DXB,Climb,False,0.0,2023-01-01T04:33:00
a0534ea,BAW5353,United States,63.87797427233636,-63.58366292067833,38056.45364607692,526.1502870143759,BAW,DFW,LAX,Climb,False,0.0,2023-01-01T09:47:00
a0bf869,DLH5642,United States,72.46360369361093,-44.279600356440476,13835.925002677444,390.13582407981573,DLH,LAX,DFW,Cruise,True,0.0,2023-01-01T04:30:00
a0ded00,DAL5746,United States,-103.73377232801458,-26.812671767894145,10170.522329248472,309.51674163421484,DAL,ORD,ORD,Climb,False,0.0,2023-01-01T21:55:00
a078c92,AFR3658,United States,36.678115480571506,-50.247149106207125,30414.67645191505,326.31065154680743,AFR,LAX,FRA,Descent,False,0.0,2023-01-01T17:54:00
a043bed,BAW4154,United States,105.82732305140553,-55.6158979463927,21033.796054398084,491.98643081561323,BAW,SIN,FRA,Climb,False,0.0,2023-01-01T12:55:00
a0c7806,UAL4264,United States,-37.4935504000438,72.7005864790271,30941.80295053838,336.32647525802463,UAL,DFW,ORD,Cruise,False,0.0,2023-01-01T20:58:00
a0b2a87,KLM550,United States,-156.31105360392718,-47.09956924900182,25444.77428968154,439.7104577865284,KLM,FRA,ORD,Cruise,False,0.0,2023-01-01T06:59:00
a0945a9,DAL3840,United States,2.2069454235281967,-0.8855108160477272,18077.347969208502,406.51213740211284,DAL,SIN,CDG,Cruise,False,0.0,2023-01-01T01:18:00
a0cea87,AAL8065,United States,97.23210161570302,32.13293905675289,15103.394001865032,461.2222305482104,AAL,CDG,FRA,Climb,False,0.0,2023-01-01T03:43:00
a018895,KLM3490,United States,166.2688531088267,-67.57691300154742,13682.777407701815,460.4318768474019,KLM,ORD,JFK,Cruise,True,0.0,2023-01-01T13:35:00
a049239,AFR2926,United States,-110.62491725188535,8.441194092438948,34345.128693832594,324.17961153521236,AFR,LHR,LAX,Cruise,False,0.0,2023-01-01T20:02:00
a0c10ef,BAW287,United States,80.71859488580697,-81.22637225280161,36051.06689008465,464.06072245242365,BAW,JFK,JFK,Descent,False,0.0,2023-01-01T13:05:00
a043eca,KLM5869,United States,96.95128431054485,-2.1653868891193184,28100.350113797293,346.1746630894114,KLM,LHR,DXB,Cruise,False,0.0,2023-01-01T01:03:00
a0d6a47,KLM4200,United States,-39.58815889884707,33.93634849525857,27227.8613759078,487.7531588961505,KLM,JFK,CDG,Climb,False,0.0,2023-01-01T00:22:00
a01bffb,UAL3052,United States,-50.79890119079849,-4.584839550882165,12097.680194893246,451.3508256524033,UAL,LHR,FRA,Climb,False,0.0,2023-01-01T01:02:00
a09eba4,KLM6619,United States,169.16763895314284,70.8751249579326,14015.27764560555,409.66920798883734,KLM,DFW,DFW,Cruise,False,0.0,2023-01-01T14:31:00
a0bac94,AFR7389,United States,-102.89050902858168,84.75244120576227,34538.217542161336,541.2865278813279,AFR,LHR,SIN,Cruise,False,0.0,2023-01-01T19:33:00
a0ccffb,KLM4329,United States,74.90500910589304,84.14341223849053,38829.4220707441,432.00099220831237,KLM,DXB,HND,Climb,False,0.1491806735242939,2023-01-01T22:00:00
