icao24,callsign,origin_country,longitude,latitude,altitude_ft,speed_knots,airline,origin,destination,flight_phase,is_anomaly,anomaly_score,timestamp
a094dad,AAL4794,United States,137.54297123326393,-17.9822534100459,33417.45986691155,436.4311115952218,AAL,DFW,FRA,Climb,False,0.0,2023-01-28T19:51:00
a0dde51,AFR5683,United States,-177.69013414851491,45.34416184991744,25349.66873130192,337.85050967780256,AFR,DFW,LHR,Climb,False,0.0,2023-01-28T05:53:00
a095ccb,DLH8015,United States,-140.3825171802746,58.27146503429586,28983.406352394875,432.5176026999934,DLH,SIN,FRA,Descent,False,0.0,2023-01-28T05:36:00
a0ee9a3,SWA9098,United States,46.81190232594926,-64.2195141232283,13384.582822078266,395.5488552191814,SWA,SIN,DXB,Cruise,False,0.0,2023-01-28T23:06:00
a0d06c4,DLH6115,United States,-152.74089630702244,59.45172529366354,28582.67324946687,406.61353435397524,DLH,JFK,JFK,Cruise,False,0.0,2023-01-28T20:27:00
a07bfec,DAL6491,United States,11.618697058386573,-87.13248416650423,11337.939707106809,354.62340662493614,DAL,CDG,LHR,Climb,False,0.0,2023-01-28T07:55:00
a078b6f,BAW570,United States,-149.09782085935626,14.435643216235363,35067.80462168197,402.84104585225504,BAW,LAX,ORD,Cruise,False,0.0,2023-01-28T14:18:00
a04ce29,AFR9191,United States,-27.787053183489405,64.49737792602178,20443.602188529643,348.58161124850585,AFR,CDG,JFK,Climb,False,0.0,2023-01-28T12:20:00
a05bfcb,DLH4948,United States,-141.15540234323282,-35.3125196052108,37964.57160875191,476.9382167562015,DLH,LAX,LAX,Descent,False,0.0,2023-01-28T03:05:00
a0382b4,KLM925,United States,1.9929375223496493,42.01134108140715,28685.15631508594,536.8009334499233,KLM,ORD,JFK,Climb,False,0.0,2023-01-28T00:06:00
a0393b9,KLM4051,United States,39.86444443501412,49.58149812905697,15849.146788704526,364.7241770208111,KLM,LAX,JFK,Descent,False,0.0,2023-01-28T02:13:00
a02d347,DAL5309,United States,30.36656575555142,-76.4597740243087,39048.860217191,444.76159982470654,DAL,SIN,LHR,Descent,False,0.0,2023-01-28T19:49:00
a08a40c,SWA6057,United States,1.7884183771385267,87.7329977302679,16312.192542923665,512.6466612523105,SWA,JFK,DFW,Climb,False,0.0,2023-01-28T17:37:00
a053c09,DLH2054,United States,-80.85023030444121,-21.903420131243266,13702.66178481477,348.7979363638098,DLH,LHR,SIN,Climb,False,0.0,2023-01-28T08:54:00
a0290eb,UAL9926,United States,-125.01326498989967,-42.62062328081738,28591.180898710387,303.4377297457209,UAL,DXB,HND,Cruise,False,0.26484898731119066,2023-01-28T03:42:00
a0b954b,KLM9760,United States,56.250754665620605,-51.0379644240761,20982.407504230578,324.03187321847383,KLM,LHR,DXB,Descent,False,0.1428197548105892,2023-01-28T16:45:00
a0993fd,AFR8795,United States,-57.776946824849176,39.12893398546382,21127.982620419876,367.3416000977862,AFR,SIN,ORD,Descent,False,0.0,2023-01-28T02:51:00
a02c24e,SWA1248,United States,154.5394203267823,-10.977753010637414,12396.948517434688,352.0271193173046,SWA,CDG,SIN,Climb,False,0.0,2023-01-28T04:11:00
a0e853f,AAL1852,United States,-23.147428299394846,-25.186223172516677,10685.825683247846,500.0839620314508,AAL,JFK,CDG,Cruise,False,0.0,2023-01-28T22:54:00
a057829,AAL2873,United States,-135.0821808511058,64.0793624068749,28748.369186975062,402.9687426170086,AAL,HND,HND,Descent,False,0.0,2023-01-28T01:09:00
a082a7d,DAL2140,United States,56.37247319159391,35.511314324256375,19320.774456414205,401.1427228091237,DAL,LAX,CDG,Climb,False,0.0,2023-01-28T19:48:00
a045761,BAW7164,United States,142.33936206239616,-65.61174223156883,26174.265418105257,427.3539606795361,BAW,CDG,HND,Cruise,False,0.0,2023-01-28T03:29:00
a0a5180,KLM7464,United States,-55.00644257004285,-0.6839430316890542,39055.65108290111,506.1461654904078,KLM,DXB,ORD,Climb,False,0.0,2023-01-28T20:47:00
a0f15ad,DLH3606,United States,-77.37755932136214,-33.09219716912861,38413.60679839064,315.81674354131366,DLH,DXB,ORD,Descent,False,0.0,2023-01-28T02:25:00
