icao24,callsign,origin_country,longitude,latitude,altitude_ft,speed_knots,airline,origin,destination,flight_phase,is_anomaly,anomaly_score,timestamp
a020d39,UAL8174,United States,-129.78658874171242,-44.012841264182455,19437.351375512466,540.2968943907588,UAL,SIN,LHR,Climb,False,0.0,2023-01-06T00:35:00
a0cee0d,SWA6097,United States,-23.911201012493933,69.09293603653643,17891.57075485959,329.78606803251796,SWA,CDG,LAX,Climb,False,0.0,2023-01-06T01:28:00
a0c7c42,AFR1645,United States,147.7841422201048,-88.08071186721016,17752.014649001332,532.846545604184,AFR,SIN,HND,Descent,False,0.0,2023-01-06T11:56:00
a0b72ff,DAL9146,United States,133.6777940932817,-24.44200339826814,20621.255352341876,538.8278287547585,DAL,LAX,DFW,Descent,False,0.0,2023-01-06T06:07:00
a0e4832,AFR1315,United States,-88.5064905380523,83.26969933097988,17145.274846407523,321.7661503193787,AFR,CDG,DXB,Climb,False,0.0,2023-01-06T04:41:00
a064cfb,UAL2999,United States,-85.77939884108405,26.96003686149801,39093.81827092645,441.8196502569031,UAL,JFK,CDG,Cruise,False,0.0,2023-01-06T06:53:00
a02451e,AAL985,United States,-21.554439883529483,1.945201143452266,30153.90229495431,349.4301102245025,AAL,FRA,JFK,Descent,False,0.0,2023-01-06T03:25:00
a045962,DAL4492,United States,-113.38394771605111,6.928743369833029,21741.378435762414,309.25296317985806,DAL,HND,JFK,Climb,False,0.0,2023-01-06T21:16:00
a0346fa,SWA5103,United States,-161.2743407876802,-15.701935833132524,14422.192415750425,315.35404555049286,SWA,LAX,DFW,Climb,False,0.0,2023-01-06T18:46:00
a09d389,BAW4388,United States,-140.7848409496085,10.357618607915313,19430.75120487169,501.8715346995908,BAW,ORD,DFW,Climb,False,0.0,2023-01-06T03:21:00
a04776f,UAL9950,United States,-113.97775599456946,14.746748776218354,27355.514988750212,488.05079848702474,UAL,JFK,LAX,Climb,False,0.2815069768977956,2023-01-06T09:56:00
a02eaf1,AFR9933,United States,-59.23040358926707,30.5656374361823,39283.859105460855,487.97861308895654,AFR,ORD,ORD,Descent,True,0.0,2023-01-06T21:41:00
a0c9876,UAL9828,United States,-67.73823481109493,-3.6288999237835355,20144.281463795127,323.289619681405,UAL,JFK,LAX,Cruise,False,0.0,2023-01-06T06:51:00
a03ae08,BAW2722,United States,-118.7309671639307,14.16842801596188,26294.404602728046,372.11728450021957,BAW,FRA,ORD,Climb,False,0.23968897887224686,2023-01-06T08:34:00
a06a037,DLH3011,United States,51.16690503660416,54.67992278784331,30711.53600444515,534.2048398098779,DLH,DXB,LAX,Descent,False,0.0,2023-01-06T22:23:00
a0ecb1a,BAW8895,United States,-154.93849836708924,-56.428864377512255,27752.182499818788,388.0220832391348,BAW,CDG,FRA,Climb,False,0.0,2023-01-06T05:48:00
a034d01,UAL8099,United States,11.37505103351586,-41.21702769019513,38022.37272330618,467.10344634338765,UAL,DFW,DFW,Climb,False,0.12721186279285004,2023-01-06T14:23:00
a01ae52,DAL8810,United States,8.62228440891522,-85.39356506916539,24331.31745373785,486.06564289260297,DAL,CDG,SIN,Descent,False,0.0,2023-01-06T16:44:00
a0ab34f,SWA8445,United States,-139.25306971367183,24.035599875643996,33232.92849265451,475.53475548285655,SWA,DFW,DXB,Climb,False,0.0,2023-01-06T03:23:00
a09ebf3,UAL8660,United States,52.4379919663933,-64.39919209797846,10796.08751780286,491.0091100227736,UAL,LAX,DXB,Climb,False,0.0,2023-01-06T14:11:00
a08d371,KLM9815,United States,74.38664015266534,27.270567581048297,11484.630749060694,378.32837645652006,KLM,DFW,JFK,Descent,False,0.02686240168258138,2023-01-06T15:43:00
a083bcd,SWA4192,United States,41.54265608044537,47.36644402322679,37553.579001249454,479.1861179176565,SWA,LAX,DXB,Descent,False,0.0,2023-01-06T20:34:00
a0e822b,UAL2569,United States,132.07151052065092,64.11353259665594,28133.08185832787,400.55598952770737,UAL,LHR,ORD,Cruise,False,0.0,2023-01-06T20:54:00
a032925,AAL4307,United States,95.74616129918547,4.11310595032208,29688.43225350375,377.45304176056163,AAL,FRA,CDG,Descent,False,0.27893376274007803,2023-01-06T14:38:00
a09097e,KLM9700,United States,164.74643739890882,-49.58121797469375,38147.34677720889,435.72203277888843,KLM,DXB,JFK,Climb,False,0.0,2023-01-06T00:10:00
a0845d4,AFR9798,United States,-35.88059629490377,-8.714920956779338,12926.625056198307,468.25094231546984,AFR,SIN,SIN,Descent,False,0.0,2023-01-06T21:42:00
a025223,DAL7574,United States,-178.8481106271451,-3.8655742786572063,31906.99158395498,386.8080598746804,DAL,LHR,SIN,Climb,False,0.0,2023-01-06T19:17:00
a0aed93,AAL3145,United States,147.44942545519012,23.83991770301212,26457.69707263182,436.6267897749609,AAL,HND,CDG,Cruise,False,0.0,2023-01-06T14:26:00
a0be7dc,SWA7688,United States,-150.21315198777523,68.98656485933984,33213.733116760224,369.9007449421532,SWA,HND,LAX,Cruise,False,0.0,2023-01-06T13:33:00
a05bdb2,DLH5176,United States,34.68775612935403,-18.48236970670318,31484.439779843542,365.26983648473094,DLH,LAX,LHR,Cruise,True,0.0,2023-01-06T17:37:00
a0a04d8,DAL5763,United States,-123.1504373401217,62.69285983596353,34418.07246927853,380.24839960057,DAL,LAX,DFW,Climb,False,0.0,2023-01-06T01:45:00
a071ab1,DLH9741,United States,-77.81158789278382,-74.28354162661338,25902.862329556723,432.9754527349713,DLH,FRA,DFW,Cruise,False,0.05159490497609187,2023-01-06T13:55:00
a060a1f,DAL9564,United States,98.95288296553213,85.0380217588359,27416.098692094525,519.2240270162436,DAL,DXB,JFK,Descent,False,0.0,2023-01-06T04:12:00
a0cf696,KLM6156,United States,132.21066016333117,-16.7227668952505,15570.324073980199,483.7881519293196,KLM,HND,LHR,Descent,False,0.0,2023-01-06T19:43:00
a0dbd1f,UAL3198,United States,-149.0111643383105,-79.55778998059827,33141.35473056705,343.0008500850455,UAL,FRA,JFK,Cruise,False,0.0,2023-01-06T20:23:00
a0c8127,DLH4846,United States,-173.58741062175108,-30.8546326872792,26336.013310262937,508.76745622211683,DLH,HND,LHR,Cruise,False,0.0,2023-01-06T02:04:00
a08af3d,AAL5067,United States,19.19738609966703,33.30901704723979,33609.49741945661,440.7100021615672,AAL,CDG,HND,Cruise,False,0.0,2023-01-06T08:00:00
