icao24,callsign,origin_country,longitude,latitude,altitude_ft,speed_knots,airline,origin,destination,flight_phase,is_anomaly,anomaly_score,timestamp
a057b94,KLM6913,United States,-96.3305585347478,-39.69103063434147,11009.379835838505,488.5321729695133,KLM,SIN,LHR,Descent,False,0.0,2023-01-17T04:48:00
a09d31e,AAL8497,United States,40.77378055915676,-0.3635764096522678,30157.713562543333,472.4480026862942,AAL,JFK,DXB,Climb,False,0.0,2023-01-17T06:15:00
a0927af,AFR3136,United States,171.86659180022275,-84.34674762617254,38627.20640030889,523.7346659859529,AFR,FRA,SIN,Descent,False,0.0,2023-01-17T03:34:00
a084bb8,UAL2327,United States,32.124970030669374,72.96608649213994,22770.471421001443,534.2609597949588,UAL,CDG,LHR,Cruise,False,0.0,2023-01-17T00:38:00
a04399f,UAL1025,United States,-69.2765480406007,-40.571185862353246,13155.083582969508,365.9498774173904,UAL,FRA,LAX,Climb,False,0.0,2023-01-17T13:58:00
a018c8c,KLM9593,United States,76.75383064570201,85.60748932047483,23045.165840087426,504.602217661281,KLM,FRA,ORD,Climb,False,0.0,2023-01-17T19:18:00
a03c206,DLH9220,United States,-43.45833393102413,-21.63802340944015,11300.776234555173,349.30487436723126,DLH,LAX,DFW,Cruise,False,0.0,2023-01-17T09:38:00
a04693c,AAL6770,United States,160.89724171947773,14.338462500912797,26544.753001087698,416.6946412400722,AAL,HND,DXB,Cruise,True,0.0,2023-01-17T22:21:00
a059838,DLH9727,United States,-119.84753594429523,-80.15929845103382,18372.416054791393,426.5956330023371,DLH,SIN,LHR,Cruise,False,0.0,2023-01-17T16:51:00
a04fab0,AFR8658,United States,-165.4812242668617,82.85567858102101,28460.25440697727,439.3908796474812,AFR,HND,SIN,Cruise,False,0.0,2023-01-17T15:55:00
a0bef54,AFR5086,United States,-79.90842008777484,43.334720338371284,33146.90531287505,307.8729001178088,AFR,LAX,CDG,Descent,False,0.0,2023-01-17T10:28:00
a0a0f91,AAL3813,United States,-70.07946718865902,-42.859728633029974,15055.495919860507,354.91971061744886,AAL,FRA,DXB,Climb,False,0.0,2023-01-17T18:56:00
a05a974,SWA723,United States,-52.04001868239064,-73.9465685918635,35758.71537653396,386.56469622500066,SWA,DFW,DXB,Climb,False,0.0,2023-01-17T09:32:00
a0c0de7,DAL8345,United States,-101.21491734194177,75.26183509684108,12188.299033127805,302.5732155499793,DAL,LAX,SIN,Descent,False,0.0,2023-01-17T05:05:00
a04fa03,BAW8912,United States,49.68671405957156,40.52340509014229,31343.808460841752,368.7863468397942,BAW,ORD,LAX,Descent,True,0.0,2023-01-17T02:56:00
a020775,KLM9068,United States,80.54263149151461,29.464203413065647,11562.693793620227,303.55864809529425,KLM,SIN,LHR,Descent,False,0.0,2023-01-17T03:57:00
a0aad4a,AAL5671,United States,102.19322079629285,-23.811018207446423,10194.366271194682,457.0603891335511,AAL,DFW,SIN,Climb,False,0.0,2023-01-17T17:29:00
