icao24,callsign,origin_country,longitude,latitude,altitude_ft,speed_knots,airline,origin,destination,flight_phase,is_anomaly,anomaly_score,timestamp
a01f8fd,BAW5292,United States,69.91958544923548,50.39597467956139,12167.69649493653,422.03196550866136,BAW,LHR,CDG,Cruise,False,0.0,2023-01-23T17:47:00
a0be008,DLH2674,United States,-154.267278472319,-65.19476320367869,32185.357127194628,416.6200951519398,DLH,FRA,DXB,Cruise,True,0.0,2023-01-23T19:29:00
a0e71c1,DAL955,United States,125.95783397557528,3.218815826519503,13692.286353129075,379.957212877924,DAL,JFK,SIN,Cruise,False,0.0,2023-01-23T02:36:00
a0bb3aa,AFR9675,United States,-23.974683078887153,4.854583321614001,35645.24188857415,308.78921142849714,AFR,DFW,DFW,Cruise,False,0.0,2023-01-23T16:01:00
a09007a,UAL6115,United States,-170.9656510043672,-28.657690405635613,14437.394901099642,524.9921571025948,UAL,HND,HND,Descent,False,0.0,2023-01-23T14:16:00
a02a825,DAL4844,United States,-7.0640819967833295,-20.559193164919193,29453.223227608763,477.59277051781123,DAL,LAX,SIN,Climb,False,0.0,2023-01-23T04:45:00
a03a3f5,UAL9735,United States,9.79229084759666,81.50902581998639,10312.857042487405,439.3299710396143,UAL,LHR,JFK,Cruise,False,0.0,2023-01-23T17:01:00
a0330c9,KLM5056,United States,-128.0525533672567,-34.70345428441234,11483.00846075489,395.806537827622,KLM,LHR,CDG,Cruise,False,0.0,2023-01-23T05:55:00
a0820f4,DLH7082,United States,10.178960621426569,11.923915025745146,26385.174515024806,327.8042399985867,DLH,FRA,DFW,Descent,True,0.0,2023-01-23T19:53:00
a0b62c9,DLH4184,United States,-130.28042871821162,-88.40678619561731,32662.134191462028,458.21335865647745,DLH,DFW,JFK,Descent,False,0.0,2023-01-23T00:49:00
a01d344,DAL145,United States,-167.17404591096786,-19.23664863829144,32372.248717456256,389.6414944316995,DAL,FRA,LHR,Climb,True,0.0,2023-01-23T18:48:00
a05047f,AFR5227,United States,-84.51721721602286,-76.6241342170711,31460.11150873728,402.23345690366153,AFR,CDG,LHR,Cruise,False,0.0,2023-01-23T03:28:00
a025327,AFR2227,United States,4.962763256515871,11.272540184919876,31811.736710086283,358.4626823258867,AFR,SIN,ORD,Climb,False,0.0,2023-01-23T20:50:00
a0b5528,AFR1683,United States,138.544957533976,76.27966213118071,39580.994242157205,431.8511851062899,AFR,DFW,ORD,Climb,False,0.0,2023-01-23T22:46:00
a08c9b4,SWA739,United States,-58.71229413854438,50.943635257438785,24888.98807232015,458.29609371373044,SWA,LHR,DXB,Cruise,False,0.0,2023-01-23T13:44:00
a0991eb,DLH9114,United States,172.79785081595173,15.420671467787656,34416.16986686863,370.8470738024191,DLH,JFK,SIN,Climb,False,0.0,2023-01-23T19:23:00
a0a1b67,AAL3564,United States,-22.60118780048785,-69.37778305418082,30085.801982717123,490.2023267571047,AAL,HND,LHR,Climb,False,0.0,2023-01-23T19:53:00
a062ff8,UAL3704,United States,-20.40373498149995,-57.77259501267575,31762.758310119025,410.0800274871084,UAL,DFW,JFK,Cruise,False,0.0,2023-01-23T01:30:00
a0dbb37,DAL3512,United States,-80.47333492504563,59.84205700556541,16908.73651779713,330.84672931622555,DAL,LHR,JFK,Cruise,False,0.0,2023-01-23T10:10:00
a0728dc,UAL2678,United States,53.80181107720679,-75.04597306336885,11087.932473335823,427.087779783575,UAL,LAX,SIN,Cruise,False,0.0,2023-01-23T19:53:00
a086ee8,DAL7051,United States,96.864648039685,77.86080386716696,35332.13286470842,309.0414373012658,DAL,LHR,HND,Cruise,False,0.0,2023-01-23T12:28:00
a01eda5,AAL8202,United States,43.17979530318604,87.63905040834084,23938.0774182808,442.83834018177924,AAL,DXB,ORD,Cruise,True,0.0,2023-01-23T01:56:00
a06b5f0,SWA3284,United States,-107.28803376594047,-84.2053081527307,18704.880797441256,376.86113546273054,SWA,ORD,SIN,Descent,False,0.0,2023-01-23T17:26:00
a082a16,AFR8542,United States,84.1017895888699,23.655520658592494,22001.246389981858,451.2762563322932,AFR,SIN,DFW,Climb,False,0.0,2023-01-23T19:37:00
a055f88,SWA6471,United States,-103.84564882267313,70.99459224985259,37608.27807986271,374.2602805125486,SWA,FRA,CDG,Cruise,False,0.0,2023-01-23T10:10:00
a01ce40,AFR6512,United States,45.03818985891459,55.319664459281285,19664.06498499251,379.95541301316877,AFR,LAX,LHR,Descent,False,0.0,2023-01-23T14:32:00
a0d1d8f,UAL9545,United States,121.58577686034829,-9.532048074222516,21385.05793798384,487.82024245513867,UAL,JFK,ORD,Climb,False,0.0,2023-01-23T05:42:00
a01ab61,UAL2518,United States,156.02753738028161,-31.051099719295067,16738.90185064092,334.84364737583655,UAL,SIN,HND,Climb,False,0.0,2023-01-23T17:22:00
a031bf5,DAL6676,United States,175.73484258385582,86.8423334065746,30855.439211956636,478.4616483377388,DAL,HND,JFK,Descent,False,0.0,2023-01-23T02:48:00
a0dc686,SWA1531,United States,-164.14997619870206,-31.73224591961482,38590.35013295475,360.3916004816893,SWA,ORD,HND,Cruise,False,0.07783924290607759,2023-01-23T16:16:00
a0f2e41,DAL1689,United States,-119.91061195655665,78.03028507638842,27361.949748037743,303.82097788559423,DAL,SIN,ORD,Cruise,False,0.0,2023-01-23T01:53:00
a07b1d0,AFR6642,United States,61.7208000305215,35.97380788067136,29483.889460530492,394.55930688194724,AFR,DXB,CDG,Climb,False,0.0,2023-01-23T15:20:00
a039137,AAL2160,United States,70.23495671993203,-18.355781353454404,12125.436154134226,517.5403330170079,AAL,FRA,ORD,Climb,False,0.0,2023-01-23T19:07:00
a04824b,DLH482,United States,-41.227876498840175,-29.45711474203994,30002.293959271145,353.9513300853282,DLH,LAX,JFK,Cruise,True,0.015073635994920787,2023-01-23T19:03:00
a062cce,BAW2995,United States,34.762702930109924,67.16247166222243,36236.40889897722,515.7210745545106,BAW,LHR,LAX,Cruise,False,0.0,2023-01-23T01:45:00
a0effc6,BAW6394,United States,140.44604587244413,-39.23689668612336,39172.02862388949,527.8102040169871,BAW,DXB,SIN,Cruise,False,0.0,2023-01-23T21:04:00
a0c2791,DAL866,United States,50.76551939115603,-55.77405647838529,20396.66191604914,354.6344448269815,DAL,SIN,CDG,Climb,False,0.0,2023-01-23T11:46:00
a0a7c22,AFR6811,United States,-100.46201828552321,43.53082775576394,19552.133965081885,407.5074483507108,AFR,JFK,CDG,Climb,False,0.0,2023-01-23T12:43:00
a0dbc47,BAW2901,United States,141.08210089204323,-61.51597365497696,21593.978258395473,364.4389557607585,BAW,JFK,ORD,Climb,False,0.0,2023-01-23T05:10:00
a0bf547,AAL7123,United States,121.39572037471316,12.16026965528934,11773.155723515483,430.7103422426585,AAL,DFW,JFK,Climb,False,0.0,2023-01-23T22:01:00
a08abb7,DAL7488,United States,67.71558650074095,29.53191345401453,22977.831486616175,510.85147166049853,DAL,JFK,DFW,Cruise,False,0.0,2023-01-23T01:38:00
a0d9f1c,SWA9911,United States,28.62261717614649,-7.645159055617739,20826.572624920096,548.3698518173939,SWA,ORD,JFK,Cruise,False,0.0,2023-01-23T22:50:00
a0d2025,KLM6881,United States,83.31706747699792,44.8802071303314,28242.467403698,442.95110353109953,KLM,ORD,SIN,Climb,True,0.0,2023-01-23T08:22:00
a0c711c,AAL3271,United States,-61.45241625629721,52.49795691111231,16778.77263227382,544.89257369552,AAL,DXB,HND,Cruise,False,0.0,2023-01-23T20:20:00
a048261,AAL439,United States,-17.42881648221291,79.47629977354714,17236.48559780687,322.099968440666,AAL,FRA,FRA,Descent,False,0.0,2023-01-23T20:56:00
a09409f,SWA501,United States,147.8816530418498,62.84337023813649,14320.519135229664,375.5765289857916,SWA,DXB,DXB,Descent,False,0.0,2023-01-23T22:22:00
a08ff3a,KLM4143,United States,-126.41618781558302,-3.9086329794609043,24002.366347431267,519.5249458127357,KLM,ORD,LAX,Descent,False,0.0,2023-01-23T15:35:00
a08c8b2,SWA7331,United States,-151.33543204874616,-48.077468410432274,12114.934456948202,410.7997842600101,SWA,LHR,ORD,Climb,False,0.0,2023-01-23T14:18:00
a08526e,AAL3101,United States,105.51902610357558,0.08462004889517516,27127.47008340264,450.3530753818883,AAL,DFW,JFK,Descent,False,0.0,2023-01-23T08:04:00
a0b900f,DAL2910,United States,-165.80931064398243,87.39762811877921,24958.81706706753,417.5685325803965,DAL,CDG,SIN,Climb,False,0.2671779265982471,2023-01-23T20:29:00
a033c56,UAL2620,United States,70.59029347453077,-62.5464865988649,32151.88040690073,500.3944644763327,UAL,LHR,JFK,Descent,False,0.0,2023-01-23T04:59:00
a0bfcb3,DAL2412,United States,47.683532661396214,37.49238480654249,17168.15487217677,357.55059740176745,DAL,SIN,DXB,Cruise,False,0.0,2023-01-23T21:09:00
