icao24,callsign,origin_country,longitude,latitude,altitude_ft,speed_knots,airline,origin,destination,flight_phase,is_anomaly,anomaly_score,timestamp
a0731a9,SWA5393,United States,-165.53179917189811,73.95193929447046,20179.034163117867,547.7853067207168,SWA,LAX,ORD,Climb,False,0.0,2023-01-05T14:37:00
a0bdd7b,BAW5825,United States,55.514365163524786,36.41211821904277,19582.55901319605,420.9172650752362,BAW,LAX,CDG,Climb,False,0.0,2023-01-05T15:16:00
a0dfb66,SWA9076,United States,-30.099140019477346,28.731645343001233,19743.3549839619,479.5014641670158,SWA,LHR,FRA,Climb,False,0.0,2023-01-05T07:14:00
a09e454,DAL704,United States,-161.79019793040823,15.592181239032072,32576.224109029135,394.1918502416243,DAL,LHR,JFK,Descent,False,0.0,2023-01-05T13:06:00
a0e200b,AAL6482,United States,54.90288556841696,49.346311658184504,17905.079709498816,341.22287084877047,AAL,FRA,CDG,Descent,False,0.0,2023-01-05T21:37:00
a0f3145,DAL6026,United States,-115.15508740368722,86.40623125536356,28414.208722284537,360.61080527541384,DAL,SIN,DXB,Climb,False,0.0,2023-01-05T08:17:00
a0572e7,BAW780,United States,-136.43312945412902,-0.2366970084311788,19437.868618890257,367.2785755958406,BAW,DXB,DFW,Cruise,False,0.0,2023-01-05T15:22:00
a0b60cf,DLH982,United States,89.52575488455881,-56.953825729185354,12647.81525129819,549.2748465948753,DLH,LHR,ORD,Descent,False,0.0,2023-01-05T06:39:00
a0a1e94,AAL8933,United States,70.5131900135249,70.60650852394255,19157.719873093673,300.2464412367653,AAL,DXB,SIN,Cruise,True,0.0,2023-01-05T17:37:00
a04cf50,UAL1045,United States,68.01679536180731,-28.470566052123218,21951.650319346903,376.56087450842335,UAL,DXB,DXB,Descent,True,0.28900095691463823,2023-01-05T16:04:00
a0d4d99,DAL753,United States,-31.41744668164361,-41.9986260352744,14415.209156891917,373.79551758361606,DAL,JFK,FRA,Cruise,False,0.0,2023-01-05T10:04:00
a021c6c,SWA321,United States,128.8848208699361,-37.1643913186842,35403.2104421481,472.6368367548024,SWA,LAX,LHR,Climb,False,0.0,2023-01-05T21:46:00
a0919e4,KLM8822,United States,-99.15183076781605,79.78923316676668,17079.308056151865,486.88411983562,KLM,SIN,SIN,Climb,False,0.0,2023-01-05T15:03:00
a0807d6,DAL2182,United States,-175.30136183450622,-61.7683154039426,20267.258862078023,365.26389664723865,DAL,JFK,LHR,Cruise,False,0.0,2023-01-05T18:51:00
a083775,UAL2796,United States,140.48086313888308,-6.908774465307971,19147.39069734481,522.3172805000046,UAL,DFW,DXB,Climb,False,0.0,2023-01-05T18:24:00
a06ef64,SWA9668,United States,-131.7126711857822,47.624849570507166,12767.824660650615,447.12253569166705,SWA,CDG,FRA,Descent,False,0.0,2023-01-05T09:35:00
a0e34e6,DLH9996,United States,62.838449754915615,-82.03900619724405,10296.545503465506,318.0740751586294,DLH,DFW,HND,Cruise,False,0.0,2023-01-05T08:45:00
a0d6e7b,SWA8898,United States,-174.25494998985886,-21.178764988733718,28300.278453234434,458.41809326713815,SWA,SIN,CDG,Climb,False,0.0,2023-01-05T16:47:00
