icao24,callsign,origin_country,longitude,latitude,altitude_ft,speed_knots,airline,origin,destination,flight_phase,is_anomaly,anomaly_score,timestamp
a05f592,KLM9833,United States,135.4719569195433,32.118933775466985,37873.04389318985,416.6064075880813,KLM,DXB,FRA,Cruise,False,0.0,2023-01-04T21:06:00
a07dd3d,KLM3011,United States,111.38075242550752,-67.06362246860188,18359.23492155798,460.5973723817905,KLM,SIN,HND,Climb,False,0.0,2023-01-04T16:30:00
a0ce73c,DLH8006,United States,-15.223343613493313,-50.63822189078745,21076.803846592564,540.1062114518891,DLH,FRA,FRA,Descent,False,0.0,2023-01-04T05:00:00
a06167c,KLM8351,United States,82.71375433626167,10.3442086637303,20501.215673219056,511.9225666049123,KLM,LHR,ORD,Cruise,False,0.0,2023-01-04T10:30:00
a090062,AFR441,United States,-31.387013238220902,29.871924158608422,25032.334346946773,356.4347927414006,AFR,FRA,ORD,Climb,False,0.0,2023-01-04T12:02:00
a02388b,UAL8598,United States,-64.19151227882102,59.367011913763605,11600.458475763524,351.7676431144815,UAL,DFW,FRA,Descent,False,0.0,2023-01-04T02:40:00
a077d9b,DLH6143,United States,-59.23531230040527,-55.84790195949317,22155.848682853473,413.24640184584126,DLH,HND,DXB,Cruise,False,0.0,2023-01-04T22:06:00
a057965,SWA220,United States,-94.79366961095283,-48.797462248508566,34492.631740575685,347.3297157000374,SWA,LHR,JFK,Cruise,False,0.06571368359472914,2023-01-04T20:09:00
a0c1a4f,SWA6645,United States,-134.2252611431443,-0.3789312064428003,30620.130431117454,398.6355334332246,SWA,JFK,FRA,Descent,False,0.0,2023-01-04T12:40:00
a04bd9c,UAL4513,United States,169.86326685220394,72.16755724798745,14727.640431468302,339.9125886689876,UAL,SIN,ORD,Descent,False,0.0,2023-01-04T08:09:00
a078c6c,KLM5209,United States,149.04283493150882,38.07006367400004,24458.72750461563,342.8076476798741,KLM,DXB,ORD,Climb,False,0.0,2023-01-04T19:02:00
a0478e7,KLM3832,United States,48.838376955898894,19.348833945775766,23431.056083030468,404.80464163089493,KLM,LAX,DXB,Cruise,False,0.0,2023-01-04T07:56:00
a0bdf45,BAW8004,United States,60.46900040056997,34.84447769931414,28488.465129157674,488.13597815639093,BAW,LHR,FRA,Descent,False,0.0,2023-01-04T07:16:00
a097480,AFR6738,United States,-77.47730842396525,30.005467213006014,10212.307983819144,356.7617752232509,AFR,CDG,LHR,Cruise,False,0.0,2023-01-04T07:25:00
a0cb85c,BAW8632,United States,-86.81479410224651,-59.93368224232514,34875.766254917355,423.7151255964217,BAW,HND,DXB,Descent,True,0.0,2023-01-04T01:08:00
a061774,UAL9706,United States,-15.016713362590849,-78.88744165556244,26674.202459414235,484.1546098692574,UAL,SIN,LAX,Climb,False,0.0,2023-01-04T00:46:00
a0e0fcc,KLM5569,United States,58.01927717239687,-15.699382547448707,35619.81345523191,399.0772943549683,KLM,ORD,FRA,Descent,False,0.0,2023-01-04T07:46:00
a020684,UAL2637,United States,-175.37121217981073,66.47853625540355,13905.960541477607,472.5932515836028,UAL,LHR,LAX,Climb,False,0.0,2023-01-04T00:58:00
a06d4de,AFR7044,United States,-58.64002842136425,-3.9544199634309365,38730.073589282896,472.1433010202797,AFR,FRA,DXB,Descent,False,0.0,2023-01-04T03:17:00
a01d5c2,SWA9786,United States,-9.443004343591156,53.233695166567514,10690.351477446202,503.47125151053194,SWA,FRA,HND,Descent,False,0.0,2023-01-04T09:03:00
a0936a0,DAL8576,United States,-51.18248905727617,-24.032600516080592,37418.136364775964,313.21899871469293,DAL,CDG,JFK,Descent,False,0.0,2023-01-04T14:45:00
a026a53,UAL438,United States,55.59848669133012,67.54972101434512,31110.219961872957,458.99829208969675,UAL,ORD,ORD,Descent,False,0.1306588658056427,2023-01-04T01:05:00
a0cf5ec,DAL4761,United States,-20.56913237271013,37.97538919971848,12750.558030650882,407.3757056415713,DAL,DFW,JFK,Descent,False,0.0,2023-01-04T23:27:00
a0eef42,AFR6597,United States,89.43505681671962,22.666536332968832,19788.145394571053,383.01403260906403,AFR,DXB,HND,Climb,False,0.0,2023-01-04T13:06:00
a04bd78,AFR7517,United States,-74.08278966231033,72.52491367277011,16713.373726197293,405.32258030516186,AFR,LHR,FRA,Climb,False,0.0,2023-01-04T04:25:00
a0794db,DLH2325,United States,-18.95019104927468,33.369518338431575,27502.72778059706,549.6015682427364,DLH,JFK,DXB,Descent,False,0.0,2023-01-04T03:01:00
a01a4b8,KLM9729,United States,-85.69992248968076,-80.94603738942345,31158.246913101342,361.7075360263116,KLM,LAX,CDG,Climb,False,0.0,2023-01-04T15:46:00
a06b96d,DLH3897,United States,59.9173757684263,-67.52230961904809,29254.62514099847,401.6141157953638,DLH,SIN,SIN,Climb,False,0.0,2023-01-04T11:08:00
a03e2a5,KLM9486,United States,-135.39577656447904,33.74207516683484,15088.641374624023,318.9493904071284,KLM,FRA,HND,Cruise,False,0.0,2023-01-04T04:01:00
a01b614,DAL7434,United States,100.37950548333549,-56.69146828753516,29932.940741888637,393.0422869286591,DAL,SIN,DXB,Cruise,False,0.0,2023-01-04T21:50:00
a07f234,AFR3363,United States,66.09520321821975,-4.936064971258858,28321.99420669273,402.6415458764752,AFR,HND,LHR,Climb,False,0.0,2023-01-04T05:11:00
a02d026,SWA5726,United States,-25.709016905502722,-2.4853510064617694,37967.087022036954,472.54763356977253,SWA,LHR,DXB,Climb,True,0.0,2023-01-04T16:07:00
a073c0d,AFR151,United States,-18.329145761203932,-36.96348555870235,11726.397460868917,533.0495202878988,AFR,DXB,LAX,Cruise,False,0.0,2023-01-04T19:46:00
a0455c5,DAL3758,United States,113.71210898870197,-24.98635211753742,12794.390275206631,318.90335217634015,DAL,ORD,DXB,Descent,True,0.0,2023-01-04T12:17:00
a0858d0,SWA7160,United States,-23.32518267389287,-86.32456784724272,20702.859070942923,338.33434294396596,SWA,LHR,LHR,Descent,False,0.0,2023-01-04T22:46:00
a0b0c0a,UAL4598,United States,70.77524123362784,39.18324658192182,28189.725732941555,462.4499087572218,UAL,LAX,SIN,Descent,True,0.0,2023-01-04T23:08:00
a01d949,DAL2427,United States,50.00577032371916,-36.6860300534421,23503.989453493887,363.8742210760202,DAL,LHR,DXB,Climb,False,0.2470274987663372,2023-01-04T12:04:00
a0a6ccf,KLM9755,United States,-10.91430809282113,-77.80698109627649,28839.879436442498,325.10460022484045,KLM,HND,DFW,Cruise,False,0.0,2023-01-04T08:21:00
a071747,AFR5443,United States,-115.52343900848763,-73.54451887875837,16542.68593519236,365.25952923215317,AFR,DFW,DXB,Cruise,False,0.0,2023-01-04T09:42:00
a0aba99,SWA1613,United States,-94.10587976043202,48.72455582157329,16036.949782453368,466.2373370828473,SWA,ORD,DXB,Climb,False,0.0,2023-01-04T13:32:00
a0bf5d2,AFR4055,United States,-84.3953112301306,86.24789349914218,33744.063355593215,319.1258651480333,AFR,LHR,FRA,Cruise,False,0.0,2023-01-04T01:06:00
a0ecfb3,DAL7460,United States,28.350831680948858,-73.46493492233884,13478.74338746787,309.529952498997,DAL,DXB,JFK,Cruise,False,0.0,2023-01-04T01:13:00
a0e4e38,DAL2853,United States,-1.7349607219246366,79.54822277529857,23568.532906173976,438.80348170503714,DAL,HND,LAX,Climb,True,0.0,2023-01-04T20:23:00
a068062,AFR3318,United States,120.83170336688738,47.84753237249677,35926.471997579545,411.78600740788386,AFR,JFK,LAX,Descent,False,0.1726002343977372,2023-01-04T18:04:00
a0bdee3,KLM5946,United States,132.9953086988752,44.71571523625428,38775.48042760449,535.1318955615683,KLM,HND,JFK,Climb,False,0.0,2023-01-04T19:19:00
a023333,DLH8017,United States,23.568624024073614,8.020824249216147,29047.78983211099,484.29204341601667,DLH,JFK,FRA,Descent,False,0.0,2023-01-04T06:24:00
a0d389b,UAL3485,United States,2.686418146142273,-42.135412473658086,26791.413705797473,482.56785455469526,UAL,ORD,SIN,Climb,False,0.0,2023-01-04T11:33:00
a094b30,UAL9417,United States,169.80635347390114,-48.94467117066099,28767.468810919057,475.32538233484615,UAL,LHR,LAX,Descent,False,0.0,2023-01-04T13:40:00
a091de6,SWA4321,United States,82.73095381856353,32.0441566589099,29279.010884400395,396.01471419807774,SWA,DFW,SIN,Climb,False,0.0,2023-01-04T21:28:00
a0d0e74,SWA3602,United States,110.97890337824805,6.268776721688866,12788.548759433763,391.68041962320933,SWA,CDG,ORD,Climb,True,0.0,2023-01-04T03:15:00
a062810,DLH192,United States,-81.86219391664063,5.89990936226441,27575.376017363556,402.53446253159217,DLH,DXB,HND,Cruise,False,0.0,2023-01-04T15:05:00
a09099b,BAW546,United States,-60.54013041177791,-33.01761147158692,18187.909010932362,424.5857216234633,BAW,FRA,DFW,Climb,False,0.0,2023-01-04T11:04:00
a0574ef,AAL6580,United States,-156.2301421271567,13.653079398842351,30959.33758724647,449.58633711011805,AAL,JFK,HND,Descent,False,0.0,2023-01-04T19:41:00
a01db24,UAL825,United States,109.63942796088668,-5.556298513229706,27304.03768566542,423.571624977709,UAL,DXB,DFW,Cruise,False,0.0,2023-01-04T05:53:00
a0c9a9f,DAL6065,United States,-113.88321350875167,49.59599203026849,37515.09536673925,461.96714209827627,DAL,LAX,HND,Cruise,False,0.0,2023-01-04T21:16:00
a0792c7,DAL6662,United States,20.97867998548918,30.755418170359917,24964.923972598124,485.27616655575133,DAL,DFW,JFK,Climb,False,0.0,2023-01-04T21:05:00
a088c2d,AFR2057,United States,-123.59222545134531,11.903359955997288,11870.343255435915,512.4897840187695,AFR,CDG,ORD,Cruise,False,0.0,2023-01-04T00:33:00
a026f08,UAL5387,United States,-56.84900878825789,59.10051295549778,28092.590947661705,458.242396342357,UAL,HND,ORD,Descent,False,0.0,2023-01-04T15:03:00
a0e7b6d,UAL9003,United States,59.23040122517759,10.254344832598832,17740.122416509686,344.40684638587703,UAL,JFK,HND,Cruise,False,0.0,2023-01-04T16:23:00
a05200f,BAW4150,United States,134.0087537445503,58.013224868703475,37400.01522084835,332.0504186890894,BAW,ORD,DXB,Descent,False,0.2591726384142311,2023-01-04T13:08:00
a03f189,UAL205,United States,-48.07624163623507,4.684859829940791,16993.916159557244,334.4914412838574,UAL,DFW,CDG,Descent,False,0.0,2023-01-04T11:35:00
a0dd63b,KLM9583,United States,-178.681297990226,-72.62557757245598,35371.01770983318,449.0981241392499,KLM,DFW,JFK,Climb,False,0.0,2023-01-04T09:03:00
a0b11fe,AFR1875,United States,122.57480627790295,-36.22653351780557,32881.44336976931,336.24687788616586,AFR,LHR,DXB,Descent,False,0.0,2023-01-04T09:14:00
a094eb6,BAW8231,United States,143.11547275463562,56.59262923781657,25261.075443353056,485.45020772942564,BAW,LAX,JFK,Climb,False,0.0,2023-01-04T04:21:00
a0abb11,DLH7585,United States,-160.98380712201202,89.49440381672471,32712.627643324373,517.929208286525,DLH,LAX,LAX,Climb,False,0.0,2023-01-04T09:33:00
a070540,BAW3498,United States,17.756978836174255,-62.49737875501329,32885.77022898467,530.5903353505731,BAW,JFK,FRA,Cruise,False,0.0,2023-01-04T06:12:00
a0c353c,BAW9620,United States,40.147261046867555,32.983685846132076,20324.859979536282,525.390662975818,BAW,HND,FRA,Descent,False,0.0,2023-01-04T12:44:00
a03b677,SWA862,United States,-33.49114042320022,48.65523031656525,14962.269537618151,402.26532073965643,SWA,SIN,FRA,Cruise,False,0.0,2023-01-04T01:43:00
a074c97,SWA6002,United States,-45.728407284016356,-54.49971713463991,35373.550803937105,474.17906124905807,SWA,LHR,DXB,Climb,False,0.0,2023-01-04T13:02:00
a03ef2f,BAW8436,United States,-156.0724621131266,42.256035565899026,21351.811053051624,512.0441338772612,BAW,SIN,LHR,Descent,False,0.0,2023-01-04T10:06:00
a096f2d,BAW1404,United States,167.74366832695983,72.3923574787429,33087.69754315645,361.95662473430764,BAW,JFK,FRA,Climb,False,0.0,2023-01-04T22:13:00
a01e596,DLH2580,United States,138.58721006921644,74.74925992602894,39020.31817909355,542.4798347003017,DLH,LAX,CDG,Descent,False,0.0,2023-01-04T13:06:00
a062fc7,AFR6439,United States,-6.279031537937101,43.9840822482559,21993.416579324134,441.5949300579979,AFR,FRA,DXB,Cruise,False,0.0,2023-01-04T20:26:00
a06f087,DAL4446,United States,169.71517031781576,-29.204011909254938,26230.46629726227,353.9823708926875,DAL,JFK,LHR,Cruise,False,0.0,2023-01-04T07:10:00
a052cf9,UAL8247,United States,66.00536666083252,50.54948624097952,13114.852279544932,332.5367617716003,UAL,LAX,LHR,Descent,False,0.0,2023-01-04T02:55:00
a0c1289,BAW1519,United States,1.874931798326628,73.52086980709353,37677.56661307156,502.19048854325763,BAW,SIN,LHR,Descent,False,0.0,2023-01-04T22:32:00
a07af96,DLH6133,United States,34.96951760985576,58.84931005709589,21323.506596577237,370.45559339107257,DLH,JFK,DXB,Climb,False,0.0,2023-01-04T15:55:00
a0771f8,DAL7507,United States,40.245896395528035,9.339246330921654,25880.419644772308,489.2204436569285,DAL,JFK,CDG,Cruise,False,0.0,2023-01-04T02:10:00
a02924e,DAL9048,United States,-66.71086333140083,39.00960278062843,27550.84655105706,400.23370173139375,DAL,DFW,LHR,Descent,False,0.0,2023-01-04T19:29:00
a05a8dd,AFR3556,United States,118.56412151834849,-83.84924301813867,33071.381081801155,309.8486172502544,AFR,SIN,HND,Cruise,False,0.0,2023-01-04T15:43:00
a0186b0,AAL9420,United States,-133.64213447566775,-8.504435000803738,10909.08284932517,513.8744306981262,AAL,SIN,DFW,Descent,False,0.0,2023-01-04T16:23:00
a0a6f1d,SWA5621,United States,20.061644573164784,-49.17733953402292,39234.75996095741,459.99394191098656,SWA,JFK,LHR,Cruise,False,0.0,2023-01-04T02:08:00
a079ccf,DAL8725,United States,-144.52111295211964,11.754805103250987,26651.49895830176,513.6023176120011,DAL,ORD,HND,Cruise,False,0.0,2023-01-04T06:11:00
a0430c8,UAL6322,United States,-85.39454256352771,46.58729938091261,30539.140652235677,370.7847686255836,UAL,ORD,FRA,Climb,False,0.05437056775580301,2023-01-04T04:46:00
a0cc2ca,BAW5481,United States,177.7195968037164,-54.997708503936686,10393.592733089814,482.1546243505876,BAW,ORD,DFW,Descent,True,0.0,2023-01-04T15:21:00
a0d4a8b,DAL9611,United States,41.0847053522576,-74.07956970410777,38847.83039545913,379.21595356433136,DAL,ORD,LHR,Descent,False,0.0,2023-01-04T05:52:00
a04b5a8,AAL3842,United States,-59.9377531363987,32.21349321510374,25462.526278011905,363.5454082729394,AAL,DFW,ORD,Descent,False,0.0,2023-01-04T10:26:00
a058b1c,AAL734,United States,-118.09437367988843,68.98848938987535,10005.282187270204,307.74284951392536,AAL,DFW,ORD,Climb,False,0.0,2023-01-04T06:08:00
a02223f,AAL205,United States,-153.9097966218057,-45.81057128490256,36333.64014080359,453.39235357692957,AAL,DFW,SIN,Cruise,False,0.1430126313213433,2023-01-04T09:56:00
a06c02e,AAL8731,United States,109.15079088859164,-61.604362596990136,30274.321449308158,411.3887115929067,AAL,DFW,FRA,Climb,False,0.0,2023-01-04T20:05:00
a0ae096,DAL9882,United States,-29.336415525893585,29.034323407338604,17904.964782699233,329.4010305887108,DAL,SIN,DFW,Descent,False,0.0,2023-01-04T06:12:00
a0ea306,SWA8737,United States,141.7379915580425,54.88482848952424,28591.49225185598,442.73465391599865,SWA,ORD,LAX,Climb,False,0.0,2023-01-04T00:31:00
a03ae1b,AFR9642,United States,179.09660206368426,-13.21956893397153,12283.192875411767,408.8988282017607,AFR,ORD,DFW,Climb,False,0.0,2023-01-04T13:24:00
